Name,Day,Time,Date,lc,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
180857,22-Apr-19,5:06:02,2019-04-22 05:06:02,G,8,,40,,0,9,-62.4356,-60.8657,06:03.0,FastGPS,-62.4356,-60.8657,,,8.5,1,,,,15,12,28533,,,,17,14318,,,,19,18109,,,,6,27852,,,,25,10946,,,,32,28325,,,,24,5603,,,,2,6956,,,,3,18194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,22-Apr-19,7:42:01,2019-04-22 07:42:01,G,4,,41,9,0,8,-62.4683,-60.8363,42:01.5,FastGPS,-62.4683,-60.8363,,,5.2,0.5,,,,15,31,17304,,,,12,19083,,,,29,9914,,,,25,16027,,,,23,4534,,,,5,16768,,,,2,21052,,,,26,12216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,22-Apr-19,9:29:01,2019-04-22 09:29:01,G,12,,42,12,0,8,-62.4695,-60.831,29:01.1,FastGPS,-62.4695,-60.831,,1,6.6,0.1,,,,15,29,17364,,,,5,10783,,,,31,8901,,,,26,4822,,,,16,4115,,,,9,22127,,,,21,6906,,,,4,12865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,22-Apr-19,11:22:17,2019-04-22 11:22:17,G,10,,43,,0,9,-62.4704,-60.8349,22:17.5,FastGPS,-62.4704,-60.8349,,,9.9,0.5,,,,15,16,16263,,,,15,6977,,,,21,12168,,,,27,14620,,,,26,6558,,,,13,3640,,,,20,6182,,,,29,24350,,,,5,10886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,22-Apr-19,12:22:00,2019-04-22 12:22:00,G,12,,44,,1,9,-62.4835,-60.8083,22:00.5,FastGPS,-62.4835,-60.8083,,,14.1,0.5,,,,15,13,3809,,,,7,14764,,,,30,3286,,,,8,300,,,,15,392,,,,18,30237,,,,16,15765,,,,27,29684,,,,21,29352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,22-Apr-19,20:25:29,2019-04-22 20:25:29,G,8,,45,,0,9,-62.4809,-60.8239,25:29.0,FastGPS,-62.4809,-60.8239,,1,8.7,0,,,,15,2,14047,,,,23,28008,,,,3,19890,,,,16,31180,,,,29,28350,,,,9,9007,,,,26,10634,,,,4,13672,,,,6,18218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,22-Apr-19,22:04:22,2019-04-22 22:04:22,G,8,,46,18,0,6,-62.4671,-60.8426,04:22.6,FastGPS,-62.4671,-60.8426,,1,15.8,0.6,,,,15,23,19260,,,,7,26067,,,,5,7106,,,,9,12739,,,,4,11057,,,,16,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,23-Apr-19,0:04:31,2019-04-23 00:04:31,G,12,,47,,0,9,-62.4583,-60.8515,04:32.0,FastGPS,-62.4583,-60.8515,,1,13.5,1,,,,15,30,12658,,,,28,1065,,,,15,16250,,,,4,27514,,,,7,8697,,,,27,21162,,,,8,2132,,,,13,9963,,,,21,4559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,23-Apr-19,1:04:01,2019-04-23 01:04:01,G,8,,48,18,0,6,-62.4751,-60.829,04:01.1,FastGPS,-62.4751,-60.829,,,12.4,0.1,,,,15,15,25827,,,,13,27158,,,,30,5972,,,,28,24202,,,,7,5907,,,,8,32506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,23-Apr-19,2:04:00,2019-04-23 02:04:00,G,12,,49,,0,9,-62.4835,-60.8088,04:00.6,FastGPS,-62.4835,-60.8088,,,5.8,0.6,,,,15,15,1907,,,,13,6520,,,,11,12538,,,,28,18043,,,,30,26894,,,,17,23438,,,,1,14765,,,,10,29074,,,,20,26182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,23-Apr-19,3:04:00,2019-04-23 03:04:00,G,2,,50,18,1,8,-62.4837,-60.8088,04:00.6,FastGPS,-62.4837,-60.8088,,,7.3,0.6,,,,15,1,9333,,,,11,11820,,,,18,29086,,,,28,7993,,,,17,20588,,,,13,20438,,,,19,11676,,,,24,9405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,10:26:28,2019-04-24 10:26:28,G,4,,51,18,0,7,-62.4834,-60.8115,26:28.1,FastGPS,-62.4834,-60.8115,,,6.2,0.1,,,,15,5,14836,,,,26,13517,,,,16,4462,,,,21,11498,,,,27,6145,,,,20,1488,,,,29,25105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,12:27:48,2019-04-24 12:27:48,G,6,,53,18,0,7,-62.5017,-60.8274,27:47.6,FastGPS,-62.5017,-60.8274,,,3.9,-0.4,,,,15,15,24567,,,,27,3087,,,,21,32544,,,,13,3748,,,,8,8002,,,,10,17926,,,,16,20447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,13:29:25,2019-04-24 13:29:25,G,2,,54,18,0,8,-62.5081,-60.8236,29:24.6,FastGPS,-62.5081,-60.8236,,,11.7,-0.4,,,,15,15,19666,,,,10,31067,,,,27,20630,,,,8,6310,,,,20,24362,,,,28,27275,,,,32,31420,,,,18,21269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,18:06:00,2019-04-24 18:06:00,G,2,,58,,0,9,-62.5142,-60.8426,05:59.6,FastGPS,-62.5142,-60.8426,,,10.2,-0.4,,,,15,31,12980,,,,3,26752,,,,1,16274,,,,23,24770,,,,11,30616,,,,14,15567,,,,22,30268,,,,9,23718,,,,18,19032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,19:07:51,2019-04-24 19:07:51,G,2,,59,20,0,8,-62.5098,-60.8445,07:50.6,FastGPS,-62.5098,-60.8445,,1,8.9,-0.4,,,,15,4,23242,,,,22,5085,,,,9,32197,,,,23,15168,,,,3,13444,,,,31,31066,,,,19,16087,,,,26,13289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,22:01:28,2019-04-24 22:01:28,G,6,,61,23,0,8,-62.5088,-60.8536,01:28.1,FastGPS,-62.5088,-60.8536,,1,8.2,0.1,,,,15,7,12290,,,,5,3186,,,,9,15117,,,,4,21523,,,,2,1650,,,,30,4916,,,,16,9310,,,,13,20274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,24-Apr-19,23:01:00,2019-04-24 23:01:00,G,4,,62,23,0,7,-62.4844,-60.8562,00:59.7,FastGPS,-62.4844,-60.8562,,1,10.7,-0.3,,,,15,4,14712,,,,9,3322,,,,7,17541,,,,5,21128,,,,28,12163,,,,13,14292,,,,30,10318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,0:02:01,2019-04-25 00:02:01,G,4,,63,23,0,7,-62.4875,-60.8248,02:00.6,FastGPS,-62.4875,-60.8248,,,12.2,-0.4,,,,15,27,7325,,,,5,28894,,,,13,19376,,,,7,13190,,,,8,2305,,,,30,114,,,,15,2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,1:02:05,2019-04-25 01:02:05,G,8,,64,23,0,4,-62.4844,-60.8562,00:59.7,FastGPS,-62.4868,-60.8328,,,0.5,0.1,,,,15,28,32242,,,,15,7420,,,,13,25381,,,,30,15881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,3:24:34,2019-04-25 03:24:34,G,6,,66,24,0,5,-62.4868,-60.8328,02:05.1,FastGPS,-62.4869,-60.8225,,1,1.2,0.6,,,,15,17,19823,,,,1,22983,,,,28,18519,,,,24,10040,,,,10,30683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,4:28:44,2019-04-25 04:28:44,G,2,,67,24,0,8,-62.49,-60.8363,28:43.6,FastGPS,-62.49,-60.8363,,,13.4,-0.4,,,,15,12,22232,,,,24,4454,,,,32,17106,,,,17,27682,,,,6,24826,,,,19,9320,,,,14,11644,,,,25,22678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,7:30:05,2019-04-25 07:30:05,G,4,,70,24,0,6,-62.4851,-60.829,30:04.6,FastGPS,-62.4851,-60.829,,,6.2,-0.4,,,,15,12,16161,,,,31,16401,,,,5,16732,,,,29,8404,,,,2,19175,,,,25,14253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,9:04:03,2019-04-25 09:04:03,G,4,,71,26,0,6,-62.4834,-60.8275,04:03.1,FastGPS,-62.4834,-60.8275,,,14.4,0.1,,,,15,29,29714,,,,31,10010,,,,21,30705,,,,26,29248,,,,5,28727,,,,25,17648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,10:04:47,2019-04-25 10:04:47,G,4,,72,26,0,6,-62.4868,-60.831,04:48.1,FastGPS,-62.4868,-60.831,,,20.4,1.1,,,,15,5,6032,,,,21,13177,,,,26,4742,,,,29,2129,,,,16,5130,,,,20,25054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,16:21:27,2019-04-25 16:21:27,G,2,,77,30,0,7,-62.4856,-60.8409,21:28.1,FastGPS,-62.4856,-60.8409,,1,3,1.1,,,,15,31,368,,,,18,32149,,,,32,17215,,,,14,11065,,,,1,24960,,,,22,23915,,,,11,21476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,19:09:45,2019-04-25 19:09:45,G,2,,79,,0,9,-62.4874,-60.8353,09:46.1,FastGPS,-62.4874,-60.8353,,1,7.3,1.1,,,,15,23,3797,,,,3,11114,,,,6,28118,,,,2,6327,,,,22,27585,,,,31,29213,,,,9,4388,,,,4,32617,,,,25,13412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,25-Apr-19,20:10:17,2019-04-25 20:10:17,G,2,,80,32,0,7,-62.4828,-60.8548,10:18.1,FastGPS,-62.4828,-60.8548,,1,14.9,1.1,,,,15,7,28375,,,,9,7427,,,,2,15670,,,,3,5238,,,,6,27588,,,,4,7177,,,,23,3624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,8:44:17,2019-04-26 08:44:17,G,4,,85,,0,9,-62.4396,-60.9723,44:17.1,FastGPS,-62.4396,-60.9723,,1,9,0.1,,,,15,29,29907,,,,4,16947,,,,5,25340,,,,26,28840,,,,2,27414,,,,9,1774,,,,25,26717,,,,23,32644,,,,21,27549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,12:34:56,2019-04-26 12:34:56,G,6,,88,35,0,6,-62.514,-60.846,34:55.6,FastGPS,-62.514,-60.846,,,9.6,-0.4,,,,15,15,17603,,,,10,24783,,,,20,10862,,,,27,11896,,,,21,3152,,,,13,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,15:08:10,2019-04-26 15:08:10,G,2,,90,,0,9,-62.4838,-60.8303,08:09.7,FastGPS,-62.4838,-60.8303,,,11.4,-0.3,,,,15,1,23373,,,,10,17988,,,,32,31351,,,,11,14820,,,,22,22053,,,,28,6756,,,,18,31818,,,,8,7895,,,,17,32617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,16:09:34,2019-04-26 16:09:34,G,6,,91,,0,9,-62.4839,-60.8257,09:33.6,FastGPS,-62.4839,-60.8257,,,14.1,-0.4,,,,15,31,32326,,,,32,32649,,,,17,14850,,,,1,22702,,,,18,14993,,,,22,8592,,,,11,3477,,,,14,13317,,,,19,21305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,17:09:18,2019-04-26 17:09:18,G,6,,92,,0,9,-62.4769,-60.8339,09:18.1,FastGPS,-62.4769,-60.8339,,,10.9,0.1,,,,15,31,20536,,,,17,14745,,,,22,23629,,,,1,31427,,,,3,16098,,,,14,15329,,,,32,19342,,,,23,19005,,,,19,12881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,18:12:57,2019-04-26 18:12:57,G,4,,93,36,0,8,-62.4661,-60.8343,12:57.6,FastGPS,-62.4661,-60.8343,,,11.2,0.6,,,,15,31,17346,,,,22,27590,,,,23,19542,,,,1,31484,,,,3,21078,,,,19,19586,,,,14,19596,,,,9,4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,20:00:21,2019-04-26 20:00:21,G,2,,94,38,0,7,-62.4694,-60.8288,00:20.6,FastGPS,-62.4694,-60.8288,,,6.7,-0.4,,,,15,29,9764,,,,26,29278,,,,16,28687,,,,3,21585,,,,31,13083,,,,7,22105,,,,2,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,21:00:02,2019-04-26 21:00:02,G,2,,95,,0,9,-62.4662,-60.8347,00:01.6,FastGPS,-62.4662,-60.8347,,1,9,-0.4,,,,15,9,14734,,,,7,27228,,,,16,15740,,,,4,1335,,,,30,26658,,,,26,15402,,,,6,26289,,,,23,20124,,,,2,5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,26-Apr-19,23:47:27,2019-04-26 23:47:27,G,6,,96,,0,9,-62.4058,-60.9126,47:26.7,FastGPS,-62.4058,-60.9126,,1,4.9,-0.3,,,,15,28,2619,,,,30,17747,,,,15,18303,,,,13,13156,,,,5,26780,,,,7,14480,,,,27,25870,,,,21,10430,,,,4,4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,2:40:49,2019-04-27 02:40:49,G,4,,97,,0,9,-62.3311,-60.8775,40:48.6,FastGPS,-62.3311,-60.8775,,,9,-0.4,,,,15,28,30886,,,,17,3843,,,,24,19260,,,,15,1272,,,,19,19795,,,,12,11768,,,,11,21389,,,,10,16682,,,,18,32296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,7:46:35,2019-04-27 07:46:35,G,8,,98,43,0,7,-62.2991,-60.4898,46:34.6,FastGPS,-62.2991,-60.4898,,,8.5,-0.4,,,,15,29,29541,,,,25,25004,,,,12,4291,,,,31,2484,,,,23,400,,,,2,8550,,,,5,28262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,8:48:59,2019-04-27 08:48:59,G,10,,99,,0,9,-62.3513,-60.4347,48:59.1,FastGPS,-62.3513,-60.4347,,1,8.7,0.1,,,,15,25,4347,,,,29,30298,,,,31,20807,,,,26,30610,,,,21,16908,,,,4,6654,,,,23,16618,,,,9,10580,,,,2,30972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,9:50:51,2019-04-27 09:50:51,G,8,,100,43,0,4,-62.3057,-60.6298,55:29.1,FastGPS,-62.3857,-60.3383,,,0.1,0.1,,,,15,26,12648,,,,21,3941,,,,16,27504,,,,5,27778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,10:58:29,2019-04-27 10:58:29,G,4,,101,,0,9,-62.436,-60.2928,58:29.2,FastGPS,-62.436,-60.2928,,,13.5,0.2,,,,15,16,144,,,,26,32629,,,,20,12652,,,,27,17257,,,,7,20710,,,,10,2696,,,,5,10317,,,,21,32654,,,,30,3911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,12:14:06,2019-04-27 12:14:06,G,4,,102,43,0,7,-62.4951,-60.2527,14:05.6,FastGPS,-62.4951,-60.2527,,,11.2,-0.4,,,,15,27,20930,,,,10,1614,,,,16,10868,,,,15,14863,,,,13,28050,,,,8,20396,,,,21,29450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,13:58:19,2019-04-27 13:58:19,G,6,,103,,0,9,-62.5001,-60.2361,58:18.6,FastGPS,-62.5001,-60.2361,,,8.8,-0.4,,,,15,11,8431,,,,10,5976,,,,32,4338,,,,18,1595,,,,8,10362,,,,20,12846,,,,28,17652,,,,1,25965,,,,27,11468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,15:15:30,2019-04-27 15:15:30,G,6,,104,,0,9,-62.4976,-60.2292,15:29.6,FastGPS,-62.4976,-60.2292,,,11.8,-0.4,,,,15,18,20977,,,,1,5575,,,,22,16870,,,,11,4148,,,,24,5196,,,,14,11487,,,,32,29466,,,,3,12551,,,,17,2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,16:16:14,2019-04-27 16:16:14,G,6,,105,,0,9,-62.4986,-60.2258,16:14.1,FastGPS,-62.4986,-60.2258,,,8.2,0.1,,,,15,1,18252,,,,3,21048,,,,32,6640,,,,18,20152,,,,14,5443,,,,22,21570,,,,17,27914,,,,11,8307,,,,31,10059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,17:18:40,2019-04-27 17:18:40,G,8,,106,,0,9,-62.5001,-60.2331,18:39.7,FastGPS,-62.5001,-60.2331,,,7.9,-0.3,,,,15,17,20642,,,,32,30377,,,,14,4232,,,,23,14892,,,,22,10177,,,,1,25691,,,,19,20564,,,,3,28915,,,,31,18567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,18:49:33,2019-04-27 18:49:33,G,4,,107,46,0,4,-62.3057,-60.6298,55:29.1,FastGPS,,,,,,,,,,15,31,20621,,,,9,11730,,,,4,29506,,,,3,5753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,20:40:36,2019-04-27 20:40:36,G,4,,108,47,0,8,-62.4537,-60.307,40:36.2,FastGPS,-62.4537,-60.307,,1,5.4,0.2,,,,15,7,28561,,,,23,31169,,,,26,30805,,,,6,6084,,,,16,20300,,,,9,6053,,,,4,31505,,,,29,29011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,27-Apr-19,23:21:33,2019-04-27 23:21:33,G,8,,110,,0,9,-62.3688,-60.4994,21:33.2,FastGPS,-62.3688,-60.4994,,1,7.2,0.2,,,,15,7,26579,,,,30,29900,,,,13,7694,,,,5,12538,,,,4,31288,,,,9,29662,,,,15,16612,,,,8,1811,,,,28,26500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,0:22:11,2019-04-28 00:22:11,G,12,,111,49,0,7,-62.3511,-60.5863,22:11.2,FastGPS,-62.3511,-60.5863,,,11.9,0.2,,,,15,7,23462,,,,5,25796,,,,28,25946,,,,13,31286,,,,8,17813,,,,30,20109,,,,15,10771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,1:55:10,2019-04-28 01:55:10,G,6,,112,50,0,7,-62.3179,-60.5935,55:09.6,FastGPS,-62.3179,-60.5935,,,16.8,-0.4,,,,15,28,2193,,,,15,3916,,,,17,12957,,,,30,13364,,,,11,15876,,,,13,12630,,,,20,18758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,2:55:29,2019-04-28 02:55:29,G,4,,113,50,0,7,-62.3057,-60.6298,55:29.1,FastGPS,-62.3057,-60.6298,,,3.9,0.1,,,,15,17,27903,,,,28,14011,,,,24,26753,,,,15,7392,,,,12,22366,,,,19,5617,,,,1,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,3:57:27,2019-04-28 03:57:27,G,6,,114,50,0,7,-62.3447,-60.5007,57:27.1,FastGPS,-62.3447,-60.5007,,,8.4,0.1,,,,15,12,31883,,,,17,17773,,,,24,21754,,,,19,21988,,,,1,27971,,,,32,6332,,,,22,17922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,4:57:48,2019-04-28 04:57:48,G,2,,115,50,0,8,-62.4014,-60.405,57:48.6,FastGPS,-62.4014,-60.405,,,18.1,0.6,,,,15,12,10010,,,,17,2404,,,,25,26334,,,,32,18382,,,,3,27220,,,,22,19574,,,,14,13641,,,,19,2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,5:58:51,2019-04-28 05:58:51,G,4,,116,50,0,7,-62.4535,-60.3297,58:51.1,FastGPS,-62.4535,-60.3297,,,4.8,0.1,,,,15,25,23895,,,,12,32212,,,,31,23395,,,,6,22571,,,,29,25897,,,,2,5719,,,,32,22104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,11:37:33,2019-04-28 11:37:33,G,2,,119,,0,9,-62.5502,-60.3144,37:33.7,FastGPS,-62.5502,-60.3144,,,10.8,0.7,,,,15,21,32618,,,,20,31643,,,,7,3902,,,,15,20722,,,,16,8441,,,,8,16478,,,,10,10770,,,,27,25956,,,,26,32451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180857,28-Apr-19,12:59:29,2019-04-28 12:59:29,G,2,,120,58,0,6,-62.5445,-60.4305,59:29.1,FastGPS,-62.5445,-60.4305,,,5.2,0.1,,,,15,10,8700,,,,20,4554,,,,15,3452,,,,8,2439,,,,27,25094,,,,18,14972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
