Name,Day,Time,Date,lc,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
173718,18-Apr-18,21:43:35,2018-04-18 21:43:35,G,12,3,38,2,0,6,-62.4756,-60.801,43:37.1,FastGPS,-62.4756,-60.801,,1,2,-0.9,,,,15,9,20058,,,,23,27024,,,,6,4355,,,,4,17494,,,,7,1413,,,,29,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,18-Apr-18,22:44:03,2018-04-18 22:44:03,G,7,3,39,4,0,6,-62.4709,-60.825,44:05.1,FastGPS,-62.4709,-60.825,,,9.4,-0.9,,,,15,7,1119,,,,23,29716,,,,30,23454,,,,5,26714,,,,9,7677,,,,2,4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,18-Apr-18,23:46:01,2018-04-18 23:46:01,G,7,3,40,6,0,5,-62.4669,-60.8687,46:02.1,FastGPS,-62.4669,-60.8687,,,5.6,-1.9,,,,15,9,12476,,,,30,5301,,,,7,17720,,,,23,23840,,,,27,3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,0:31:01,2018-04-19 00:31:01,G,9,3,41,7,0,8,-62.4734,-60.8897,31:01.6,FastGPS,-62.4734,-60.8897,,,7,-2.4,,,,15,5,10228,,,,7,1231,,,,21,27525,,,,28,26649,,,,20,24208,,,,9,29416,,,,30,15081,,,,13,27205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,1:02:43,2018-04-19 01:02:43,G,2,3,42,7,0,6,-62.4921,-60.9021,02:43.6,FastGPS,-62.4921,-60.9021,,,5.3,-2.4,,,,15,5,10766,,,,30,10851,,,,7,8381,,,,13,32238,,,,8,24255,,,,15,17050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,3:19:07,2018-04-19 03:19:07,G,6,3,43,14,0,5,-62.5173,-60.8538,19:07.6,FastGPS,-62.5173,-60.8538,,,9.3,-2.4,,,,15,15,20371,,,,17,7421,,,,10,8266,,,,13,21719,,,,30,17257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,3:49:01,2018-04-19 03:49:01,G,5,3,44,14,0,4,-62.4702,-60.8355,40:41.6,FastGPS,-62.5151,-60.8503,,,0.7,-2.4,,,,15,15,2060,,,,30,16500,,,,17,1650,,,,28,26849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,5:04:12,2018-04-19 05:04:12,G,1,3,45,17,0,6,-62.4978,-60.8338,04:12.6,FastGPS,-62.4978,-60.8338,,,2.2,-2.4,,,,15,17,17464,,,,12,31357,,,,19,9418,,,,24,28230,,,,15,32401,,,,10,19346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,5:35:13,2018-04-19 05:35:13,G,4,3,46,17,0,4,-62.4702,-60.8355,40:41.6,FastGPS,-62.4844,-60.8305,,,0.5,-1.4,,,,15,17,12798,,,,19,31445,,,,6,27063,,,,24,4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,6:05:02,2018-04-19 06:05:02,G,5,3,47,17,0,5,-62.4841,-60.8315,05:04.2,FastGPS,-62.4841,-60.8315,,,10.1,-0.8,,,,15,17,13563,,,,12,4627,,,,19,26632,,,,2,18592,,,,6,25014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,6:37:09,2018-04-19 06:37:09,G,3,3,48,17,0,6,-62.4821,-60.8359,37:11.1,FastGPS,-62.4821,-60.8359,,,6.6,-0.9,,,,15,3,25496,,,,6,12672,,,,32,5263,,,,22,23338,,,,14,1318,,,,17,22019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,7:07:03,2018-04-19 07:07:03,G,5,3,49,17,0,4,-62.4702,-60.8355,40:41.6,FastGPS,-62.4754,-60.8274,,,1.2,-0.8,,,,15,12,25460,,,,17,3504,,,,25,30846,,,,3,14857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,7:40:29,2018-04-19 07:40:29,G,3,3,50,17,0,4,-62.4702,-60.8355,40:41.6,FastGPS,-62.4713,-60.8347,,,2.4,-1.9,,,,15,29,13504,,,,31,387,,,,2,20502,,,,32,21528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,8:40:40,2018-04-19 08:40:40,G,4,3,51,19,0,5,-62.4804,-60.792,32:02.1,FastGPS,-62.4702,-60.8355,,1,0.2,-1.4,,,,15,23,5368,,,,29,12059,,,,31,32281,,,,2,20798,,,,4,4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,9:25:05,2018-04-19 09:25:05,G,3,3,52,20,0,7,-62.4702,-60.8353,25:07.1,FastGPS,-62.4702,-60.8353,,1,8.1,-0.9,,,,15,29,7569,,,,5,20552,,,,25,23011,,,,9,16436,,,,4,20370,,,,12,19640,,,,2,16682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,9:58:13,2018-04-19 09:58:13,G,3,3,53,20,0,4,-62.4804,-60.792,32:02.1,FastGPS,-62.4704,-60.8342,,,1.1,-0.9,,,,15,25,19908,,,,29,18837,,,,21,5558,,,,5,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,10:28:00,2018-04-19 10:28:00,G,4,3,54,20,0,5,-62.4804,-60.792,32:02.1,FastGPS,-62.4732,-60.8283,,1,0.4,-2,,,,15,29,6732,,,,31,12763,,,,9,7540,,,,4,14829,,,,5,13861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,11:29:20,2018-04-19 11:29:20,G,1,3,55,22,0,4,-62.4804,-60.792,32:02.1,FastGPS,-62.4738,-60.8,,,0.6,-2.4,,,,15,5,27226,,,,29,2044,,,,16,32273,,,,20,13023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,11:59:10,2018-04-19 11:59:10,G,1,3,56,22,0,7,-62.4758,-60.7955,59:11.6,FastGPS,-62.4758,-60.7955,,,13.8,-1.4,,,,15,7,19362,,,,5,26358,,,,16,5096,,,,26,25306,,,,27,2088,,,,21,17590,,,,29,12128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,12:29:00,2018-04-19 12:29:00,G,1,3,57,22,0,6,-62.4832,-60.7956,29:02.1,FastGPS,-62.4832,-60.7956,,,5.3,-0.9,,,,15,16,28623,,,,27,11056,,,,7,10083,,,,20,19136,,,,29,4254,,,,21,15844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173718,19-Apr-18,13:31:00,2018-04-19 13:31:00,G,6,3,58,24,0,6,-62.4796,-60.7942,31:02.1,FastGPS,-62.4796,-60.7942,,,5.1,-0.9,,,,15,10,16211,,,,7,25720,,,,8,5041,,,,15,13967,,,,13,21198,,,,16,11138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
