"sim_id","lon","lat"
"173714_33",-59.6963125278661,-62.5115417765563
"173714_33",-59.1124063281301,-62.2378573135375
"173714_33",-58.913913798221,-62.0276486069788
"173714_33",-59.0851539334457,-62.0806016876134
"173714_33",-59.9037977874133,-62.3205740963849
"173714_33",-59.3205472818018,-62.1242298884748
"173714_33",-59.1845185267701,-61.9194938235322
"173714_33",-59.1380260089688,-61.763597775102
"173714_33",-58.726009972496,-61.6725452253895
"173714_33",-59.1771548651948,-61.8534208968131
"173714_33",-59.2572976872302,-61.8361531664925
"173714_33",-59.8213099805606,-62.0387748843376
"173714_33",-60.1892024590206,-62.1644951171219
"173714_33",-60.9088970971337,-62.5535431426356
"173714_33",-60.5522168896284,-62.4626610248649
"173714_33",-60.4299874091629,-62.3124261615049
"173714_33",-60.5289772476334,-62.3477863191131
"173714_33",-60.1356295417997,-62.1571426565853
"173714_33",-59.589497869615,-61.8188463636441
"173714_33",-59.546704322408,-61.8706794682772
"173714_33",-59.1196404143661,-61.6889658910118
"173714_33",-59.5601632342144,-61.9828331971991
"173714_33",-59.3336498263351,-62.0394815288609
"173714_33",-58.9499029635008,-61.7740439569558
"173714_33",-59.2667862408825,-61.9285731414403
"173714_33",-59.5613156236593,-61.9991120249784
"173714_33",-59.3395702717334,-61.792203157764
"173714_33",-59.0094282603231,-61.8098865069006
"173714_33",-59.1402332798634,-61.8046667265905
"173714_33",-59.2550063732718,-61.9529066662359
"173714_33",-59.5977726205355,-62.0601676757954
"173714_33",-59.9006747468402,-62.3881860373983
"173714_33",-59.92718740906,-62.3631001927824
"173714_33",-60.5330732188027,-62.7110863561969
"173714_33",-60.6010606069391,-62.6498788372797
"173714_33",-60.799836407616,-62.748027153253
"173714_33",-61.0128025191447,-62.8704593980864
"173714_33",-61.1811057528609,-62.8685283654806
"173714_33",-61.080745466761,-62.899837297263
"173714_33",-60.7092959701964,-62.6749065543121
"173714_33",-60.0925424913654,-62.3751712518396
"173714_33",-60.3866434832065,-62.3584539297805
"173714_33",-60.5912147257672,-62.3062979044654
"173714_33",-60.6548118669933,-62.3242897719214
"173714_33",-61.1313671213288,-62.5134003158454
"173714_33",-62.0019951723907,-62.7795144617001
"173714_33",-62.1176414651403,-62.8884099482615
"173714_33",-62.2843012154536,-62.9376029300051
"173714_33",-62.8916303949595,-63.1581615528548
"173714_33",-63.1097794944233,-63.0651883202027
"173714_33",-63.0781824034103,-63.040624001566
"173714_33",-63.104973917051,-63.0539106695009
"173714_33",-62.9116118335878,-62.8864683745117
"173714_33",-63.315440900705,-62.984211547034
"173714_33",-63.7126141855221,-63.3103148219901
"173714_33",-64.203148749596,-63.5463000767199
"173714_33",-64.3233773140341,-63.628354646983
"173714_33",-64.4465918927698,-63.7408324039687
"173714_33",-65.1504750991829,-64.0863340772739
"173714_33",-65.3802698950994,-64.1295700309587
"173714_33",-65.3497388849788,-64.0925941253966
"173714_33",-65.3371912513821,-64.0241709125535
"173714_33",-65.1917841769734,-63.9093629152135
"173714_33",-65.4061836078944,-64.0543708705217
"173714_33",-65.7542721258751,-64.0856247460902
"173714_33",-65.3896831577566,-63.7746526743559
"173714_33",-65.6845052802808,-63.6854681595152
"173714_33",-66.2317183684541,-63.8583946856502
"173714_33",-66.5845418332711,-64.0126806495193
"173714_33",-67.0755943813931,-64.3007435964119
"173714_33",-66.9794613365021,-64.2050955371851
"173714_33",-67.2632016103541,-64.2025686635364
"173714_33",-67.4006233700864,-64.3816310180681
"173714_33",-67.1986180508472,-64.3678867849455
"173714_33",-66.8669982619651,-64.3692650001971
"173714_33",-67.2216135913571,-64.4746531906268
"173714_33",-67.0634709348342,-64.6224126531028
"173714_33",-67.7802909338296,-65.0527891057288
"173714_33",-67.9258766041266,-65.130879104188
"173714_33",-67.6003636965897,-65.0967749324298
"173714_33",-67.3448078997828,-65.0702742313468
"173714_33",-67.2481250451734,-65.1121477311488
"173714_33",-68.0245641242293,-65.3189099610064
"173714_33",-67.4678965523335,-65.0815006935336
"173714_33",-67.2550327780705,-65.1228604654179
"173714_33",-66.9875899761569,-65.1097414048262
"173714_33",-66.4816090859878,-64.9578789351841
"173714_33",-66.6282583632117,-65.0964984996091
"173714_33",-67.5572206088099,-65.3655660532387
"173714_33",-67.5344746901092,-65.308523461364
"173714_33",-67.7129808501804,-65.4709506812627
"173714_33",-67.3761402510928,-65.4523345191681
"173714_33",-66.832901274034,-65.1389852431662
"173714_33",-67.5630118382515,-65.3983111363803
"173714_33",-67.8885117581962,-65.4842797610706
"173714_33",-67.140625315118,-65.2789342026408
"173714_33",-66.8054138413774,-65.1392878397029
"173714_33",-66.774994321908,-65.2908617055325
"173714_33",-66.9410052516078,-65.3897253663415
"173714_33",-66.7091376340099,-65.4229350839226
"173714_33",-67.1624692216932,-65.7416132315378
"173714_33",-66.3719852595803,-65.5898401418511
"173714_33",-66.6928260088417,-65.7617328718579
"173714_33",-66.7933745927593,-65.6502641748813
"173714_33",-67.1185301421967,-65.60374185869
"173714_33",-67.2646320392068,-65.7485110862402
"173714_33",-67.3735123028691,-65.7996985681236
"173714_33",-67.6386934120536,-65.8840805282819
"173714_33",-66.6131487332338,-65.4646191518589
"173714_33",-66.8015690018736,-65.3975077554196
"173714_33",-67.0506068399091,-65.3218680934624
"173714_33",-67.5087175265262,-65.389684443121
"173714_33",-67.1264376088699,-65.306580706208
"173714_33",-67.5591455670133,-65.5120897555021
"173714_33",-67.582758133443,-65.652295211205
"173714_33",-67.9138606384204,-65.8940986556771
"173714_33",-68.2343241587828,-65.9894203086101
"173714_33",-68.5260803359036,-66.0314698966082
"173714_33",-67.7164783469623,-65.628693405707
"173714_33",-68.0619459686862,-65.7774287019664
"173714_33",-67.1912085381586,-65.6194147320405
"173714_33",-67.4165053148884,-65.6609399217226
"173714_33",-67.0575479663776,-65.4474675445953
"173714_33",-67.0544572079378,-65.4292980804811
"173714_33",-66.3099742008521,-65.2923469101529
"173714_33",-66.3227151198151,-65.2899488081577
"173714_33",-66.0590434197338,-65.3404524512851
"173714_33",-66.8313724937877,-65.6995035822843
"173714_33",-67.4582153978461,-65.9068489430894
"173714_33",-68.3254474264593,-65.9378820974869
"173714_33",-68.3366680348061,-66.0142683899499
"173714_33",-69.2068171105461,-66.3709344083005
"173714_33",-69.841167770335,-66.464621249479
"173714_33",-69.6835460263119,-66.2910084061455
"173714_33",-69.8725325134121,-66.2988305566489
"173714_33",-70.4322309080654,-66.4392921408299
"173714_33",-70.1135161301185,-66.3947400779959
"173714_33",-70.2308717132427,-66.4718426954976
"173714_33",-70.2692893841896,-66.5110789961056
"173714_33",-69.9230796332891,-66.4183162586712
"173714_33",-69.7370996136786,-66.3027856359062
"173714_33",-70.664125260288,-66.6124512486509
"173714_33",-70.6022683657814,-66.7087907491515
"173714_33",-70.4610588150912,-66.8157723961576
"173714_33",-71.0188765736443,-67.1243721919606
"173714_33",-70.4573495105044,-66.8974562103349
"173714_33",-70.3462406349127,-66.7885486257225
"173714_33",-70.0808108222662,-66.6742382316077
"173714_33",-69.0787317803742,-66.3200134413722
"173714_33",-68.260194726342,-65.9668338836328
"173714_33",-68.0122913315825,-65.913856990394
"173714_33",-68.5315264215979,-66.0677557509523
"173714_33",-68.351682411422,-66.066880527091
"173714_33",-68.4174065280096,-66.1698717652688
"173714_33",-68.5386845705225,-66.1278693680279
"173714_33",-68.0703212524545,-65.9157367443341
"173714_33",-67.7656602910931,-65.6915921128173
"173714_33",-68.2057181992983,-65.9936712559114
"173714_33",-68.4186209723577,-66.2466567321539
"173714_33",-68.297003169089,-66.0905082901805
"173714_33",-68.4056756281737,-66.178796909265
"173714_33",-68.4293326144654,-66.0798590399505
"173714_33",-68.9938855247232,-66.2270035049491
"173714_33",-68.8502886375159,-66.2469969691782
"173714_33",-69.7317225832617,-66.5257817962158
"173714_33",-70.0628226296969,-66.5253257006157
"173714_33",-70.0527980488148,-66.5862443257712
"173714_33",-70.5601562594952,-66.8344752148191
"173714_33",-70.309690250825,-66.721723662126
"173714_33",-69.8648292811454,-66.6116194538927
"173714_33",-70.6986914731932,-66.7466230740208
"173714_33",-70.1696003301474,-66.3789906488759
"173714_33",-70.381695549203,-66.293433215595
"173714_33",-69.9541092981095,-66.1858848035377
"173714_33",-70.0658990179937,-66.3248893294683
"173714_33",-69.5881635654571,-66.0565964717406
"173714_33",-69.0955497636773,-65.8949111156037
"173714_33",-69.0559823926236,-65.9318141622036
"173714_33",-69.3712597740403,-66.0248585966402
"173714_33",-69.8645481920014,-66.1463307672086
"173714_33",-70.064977249372,-66.183447866241
"173714_33",-69.744168204607,-65.9224755251609
"173714_33",-70.4447688894798,-66.0064923480254
"173714_33",-70.1036843508515,-65.849240748236
"173714_33",-70.5776370308005,-66.0110574022793
"173714_33",-70.9693680867056,-66.0841625678297
"173714_33",-70.3202651222835,-65.7191031486983
"173714_33",-70.4997491620293,-65.912454515714
"173714_33",-70.3103429795322,-65.8610912735973
"173714_33",-69.9748127404194,-65.6228610828702
"173714_33",-70.1521869392038,-65.7273831183792
"173714_33",-70.3260374715672,-65.7859544103326
"173714_33",-69.9947073940976,-65.686905054894
"173714_33",-69.4623940207493,-65.4873739525673
"173714_33",-69.562396380787,-65.4890656578717
"173714_33",-69.0030377620726,-65.3295228690014
"173714_33",-69.1409755662047,-65.4597565995094
"173714_33",-68.8923579628067,-65.4006652901945
"173714_33",-69.1038557297452,-65.4344037600098
"173714_33",-68.4597018220483,-65.1985086028495
"173714_33",-67.8994293609051,-65.0294460593938
"173714_33",-67.7045913684206,-64.944778145232
"173714_33",-68.3005210066632,-65.0113439499551
"173714_33",-68.2676212178635,-65.0645479287965
"173714_33",-68.4218219466474,-65.2640062863816
"173714_33",-68.6959643509665,-65.4472046616195
"173714_33",-68.1916299839254,-65.4384468182938
"173714_33",-67.8746880171058,-65.2504529025653
"173714_33",-67.4026058785313,-64.9837083172741
"173714_33",-66.8509941591322,-64.8095380380747
"173714_33",-67.5450620677245,-65.0352103441201
"173714_33",-67.9765848818434,-65.1724845464984
"173714_33",-67.8507222730049,-65.0776166855097
"173714_33",-67.4755165100962,-64.9229138831835
"173714_33",-67.2424726739422,-64.936907098954
"173714_33",-67.9714554785627,-65.2141213319038
"173714_33",-68.1880541909014,-65.3460302027014
"173714_33",-67.7795666878791,-65.2868822315962
"173714_33",-68.1526504214825,-65.5135193553259
"173714_33",-68.8162738508707,-65.7906831854747
"173714_33",-68.3384163157835,-65.7721877306594
"173714_33",-68.3743358841915,-65.7029666137535
"173714_33",-68.8030060071237,-65.9148544873555
"173714_33",-69.3372652583077,-66.06644879096
"173714_33",-69.9755818209237,-66.079381422904
"173714_33",-70.3583990094819,-66.1581107331804
"173714_33",-70.6486218950945,-66.1922009179624
"173714_33",-70.7596981484556,-66.1232891002863
"173714_33",-71.2423511783394,-66.3202155861781
"173714_33",-70.7807847516643,-66.2047368441875
"173714_33",-71.259165672497,-66.3360991576399
"173714_33",-70.7973915169802,-66.1948410211522
"173714_33",-70.4391329598515,-66.1412957046257
"173714_33",-71.073775918777,-66.3890895540803
"173714_33",-71.6923888141682,-66.7153357396568
"173714_33",-71.3140462674398,-66.5749694096464
"173714_33",-70.2974104178106,-66.3095850503197
"173714_33",-70.0132771519377,-66.1285935203159
"173714_33",-69.67816570285,-66.0633543179969
"173714_33",-69.1363588472425,-65.8622017410654
"173714_33",-69.4499217912663,-65.9713503653495
"173714_33",-69.1398840912344,-65.8886736878181
"173714_33",-69.1530338013412,-65.8707346317419
"173714_33",-68.7374189204529,-65.7338996476609
"173714_33",-68.8941651495183,-65.7727409010828
"173714_33",-69.0597101935149,-65.8358782948489
"173714_33",-68.9220942237907,-65.7068466038715
"173714_33",-68.3046886267073,-65.3227077947768
"173714_33",-68.1452886028672,-65.2558595404932
"173714_33",-68.1689698207619,-65.3026685405085
"173714_33",-68.3646169489442,-65.4051672792259
"173714_33",-68.1212487034235,-65.4112041006249
"173714_33",-68.4345500977928,-65.408852593233
"173714_33",-68.6665769540565,-65.5955247332975
"173714_33",-68.5253965092167,-65.5568890969499
"173714_33",-68.9739380628759,-65.6602321284626
"173714_33",-68.8400783216037,-65.6280519662849
"173714_33",-68.8440114504022,-65.5866500356984
"173714_33",-69.2078477531803,-65.6992126419262
"173714_33",-69.0400178281844,-65.7673997545806
"173714_33",-68.7390759235259,-65.6070811559901
"173714_33",-68.6021972043198,-65.467966502495
"173714_33",-69.2500577425906,-65.6770191324297
"173714_33",-69.0842433829568,-65.4696828144764
"173714_33",-68.9615731958195,-65.4390344303523
"173714_33",-69.307520531309,-65.4893789712674
"173714_33",-69.1081899895861,-65.3951861855859
"173714_33",-68.6640418743656,-65.221464503079
"173714_33",-68.2690817959687,-65.198372886696
"173714_33",-68.5355015750505,-65.2759215765278
"173714_33",-68.2058809436538,-65.2139868450434
"173714_33",-67.9015379590562,-65.2042367968691
"173714_33",-67.459137468233,-65.0814571172436
"173714_33",-67.0495741974329,-64.8866331909235
"173714_33",-66.1932340954017,-64.4832150266649
"173714_33",-66.3312361449879,-64.5801517383164
"173714_33",-66.5141756070573,-64.674521293631
"173714_33",-66.4429254650625,-64.6862886135386
"173714_33",-66.7333959567239,-64.7410114177777
"173714_33",-66.511061700634,-64.6796640619643
"173714_33",-66.6223095715662,-64.6266886892141
"173714_33",-66.4696999447222,-64.52485201332
"173714_33",-66.8010290011163,-64.7138489518698
"173714_33",-66.9135390906955,-64.7790829272768
"173714_33",-66.9791927514861,-64.8768031707191
"173714_33",-67.1113446756683,-64.8988957518636
"173714_33",-67.7021147919564,-65.0194615954102
"173714_33",-68.2427959437642,-65.242293683798
"173714_33",-68.0436488872215,-65.1507597550865
"173714_33",-68.4103893972068,-65.2523486448818
"173714_33",-68.4523578413328,-65.2538430226715
"173714_33",-68.0660238188664,-65.1557061396651
"173714_33",-68.7160887843342,-65.2799339651366
"173714_33",-68.5142360371669,-65.0969021041174
"173714_33",-68.3087656525633,-64.9641357160664
"173714_33",-68.6607028586594,-64.9965368527343
"173714_33",-68.8521177960677,-65.0635939824879
"173714_33",-69.2806545339971,-65.2923121647578
"173714_33",-68.4557083057025,-65.0295762537712
"173714_33",-68.4190115552185,-65.1311931509586
"173714_33",-68.1889728774389,-65.2375117440825
"173714_33",-67.6731233658684,-64.9330337555723
"173714_33",-67.6329716753792,-64.9581601691668
"173714_33",-67.4161889011449,-64.9747505704292
"173714_33",-67.3421961759796,-64.9860357088613
"173714_33",-67.4001775485505,-64.9107916339543
"173714_33",-67.487587099845,-64.8589916687557
"173714_33",-68.0126543437657,-65.0750894411377
"173714_33",-67.3592252536098,-64.7644044387191
"173714_33",-67.8473703204571,-64.972044406495
"173714_33",-68.2554471782211,-65.0369528586721
"173714_33",-68.5236113556207,-65.0565106505595
"173714_33",-67.9338223229,-64.8219133941892
"173714_33",-68.0979958753325,-64.8667066087577
"173714_33",-68.2363530099022,-64.8401752951809
"173714_33",-67.6207982675213,-64.6389666149762
"173714_33",-66.8879054805413,-64.3039344424305
"173714_33",-66.976550817415,-64.4009299425001
"173714_33",-66.5469539322975,-64.1698037310097
"173714_33",-66.2441246891814,-64.0282001056211
"173714_33",-66.0614173435445,-63.8828188984074
"173714_33",-66.6022915211781,-64.1788602248697
"173714_33",-66.7054122779967,-64.1926455225247
"173714_33",-66.9321133058313,-64.1216232372694
"173714_33",-66.9052112330819,-64.0467395691815
"173714_33",-66.8178403345115,-63.9468520822435
"173714_33",-66.4797061775954,-63.8241018673458
"173714_33",-66.2063460413588,-63.7292628187915
"173714_33",-66.320118347152,-63.8453865548976
"173714_33",-66.3251099313587,-63.8975063695771
"173714_33",-66.5418349445572,-64.0067446343086
"173714_33",-66.631674639764,-63.9961060792628
"173714_33",-66.3944069427879,-63.8533134126375
"173714_33",-66.8305744841595,-64.1388224960844
"173714_33",-66.9211902358225,-64.0938774604062
"173714_33",-66.2445902542338,-63.8082402166365
"173714_33",-65.8702520549718,-63.6817055467632
"173714_33",-66.0482486464741,-63.7527076055976
"173714_33",-66.3449753023456,-63.8331924717948
"173714_33",-66.2454912675594,-63.7372132781402
"173714_33",-65.9748524516367,-63.6213957575938
"173714_33",-65.8072438820504,-63.5821206386633
"173714_33",-65.3536059557067,-63.386379891621
"173714_33",-65.814216917379,-63.5804494024017
"173714_33",-65.6684514118539,-63.6724204311234
"173714_33",-65.8816881489548,-63.7131179464575
"173714_33",-66.5322046327578,-63.7994792828681
"173714_33",-66.7155412404211,-63.8440833641137
"173714_33",-66.91350932028,-63.905109259696
"173714_33",-66.4937303668572,-63.7758172139333
"173714_33",-66.0620270292246,-63.5933196635385
"173714_33",-66.4624915015226,-63.8091563557543
"173714_33",-66.8942070625142,-64.0276117132459
"173714_33",-66.9478635801241,-63.9135969650367
"173714_33",-67.666198591749,-64.1703625109088
"173714_33",-68.0651703746596,-64.2001380120197
"173714_33",-67.7793772144244,-63.938518457257
"173714_33",-68.3126349711317,-64.1147350184294
"173714_33",-68.5128727600764,-64.0831607365425
"173714_33",-68.3286067302378,-64.0762582037526
"173714_33",-68.7049095449137,-64.1615011113504
"173714_33",-68.6603838820745,-64.1173979534294
"173714_33",-68.8294760190764,-64.2225250767519
"173714_33",-68.2179766185576,-63.9204025612862
"173714_33",-67.8901983812213,-63.9048311445918
"173714_33",-67.7875273431986,-64.1074105023627
"173714_33",-68.3429598124707,-64.5195768794601
"173714_33",-68.5465677210021,-64.7647880260881
"173714_33",-68.2981161288787,-64.6720645461754
"173714_33",-69.1013891083395,-64.7872161851045
"173714_33",-68.6245638665636,-64.5950343169236
"173714_33",-68.701839132369,-64.7699912011265
"173714_33",-68.7282079282983,-64.8967575303465
"173714_33",-68.2285148329248,-64.7693132862173
"173714_33",-67.8092506154551,-64.6140025980824
"173714_33",-67.3945042029778,-64.3706186423555
"173714_33",-67.5096357034808,-64.3010860587964
"173714_33",-67.7860297158563,-64.3833038441702
"173714_33",-67.9585274468472,-64.3400007511042
"173714_33",-67.6681315524052,-64.1798635607697
"173714_33",-67.9934864325444,-64.315975884032
"173714_33",-67.5949465005366,-64.3980866149584
"173714_33",-68.1179007599734,-64.7295834944825
"173714_33",-68.1683406744462,-64.6625288644257
"173714_33",-68.2066777399958,-64.7239568063167
"173714_33",-68.5513630999193,-64.9763107108836
"173714_33",-68.8963814543326,-64.9960815003631
"173714_33",-69.053599988887,-64.8905704659291
"173714_33",-69.0872323701392,-64.8438006114613
"173714_33",-69.689555034492,-64.8727021241836
"173714_33",-69.6749436512678,-64.7114285937433
"173714_33",-69.8481174422526,-64.8375302777572
"173714_33",-70.291437574115,-64.9812732025849
"173714_33",-69.983192107626,-64.86559233927
"173714_33",-70.6135112835182,-65.0887826544484
"173714_33",-70.3731614124609,-65.057709060956
"173714_33",-69.774624605212,-64.8637324930341
"173714_33",-69.4068273829473,-64.7023693114469
"173714_33",-69.6191183414974,-64.8911556570682
"173714_33",-70.4129924858625,-65.167030852045
"173714_33",-70.726674396965,-65.1997252634192
"173714_33",-70.9505555920552,-65.340819593569
"173714_33",-70.6158315986396,-65.0960517438167
"173714_33",-70.8941140539231,-65.175928539665
"173714_33",-70.4202918345038,-65.0768819349745
"173714_33",-70.976370555562,-65.3266161878983
"173714_33",-70.7011326712842,-65.2456928715502
"173714_33",-71.0214243080922,-65.2842840207529
"173714_33",-70.4970371360139,-65.0191424048628
"173714_33",-70.2361217469809,-64.9145865165837
"173714_33",-70.3618099261052,-65.0062264124371
"173714_33",-70.5321828606685,-65.1769253389753
"173714_33",-70.1946646950958,-65.0183984150538
"173714_33",-70.5376541741905,-65.3188690964328
"173714_33",-70.4399067997955,-65.2990126577169
"173714_33",-69.7030620064045,-65.0509586080707
"173714_33",-70.0648869950286,-64.9824233681325
"173714_33",-69.6860702427927,-64.8368919371794
"173714_33",-69.4940650644742,-64.8031113653723
"173714_33",-68.9125343317554,-64.6747615664356
"173714_33",-68.9473181986522,-64.6221982224135
"173714_33",-69.0649287113335,-64.6835931817707
"173714_33",-68.6640119826489,-64.5878783680284
"173714_33",-68.6741108059594,-64.4389894619375
"173714_33",-68.649600603554,-64.5708051357951
"173714_33",-69.1217124897399,-64.8999657768954
"173714_33",-69.2078570156167,-64.9588552538393
"173714_33",-69.4911925470134,-64.9026865011023
"173714_33",-69.3769348947145,-64.6668046853321
"173714_33",-69.8803706213808,-64.7512040221056
"173714_33",-70.0955020145806,-64.9673482734273
"173714_33",-70.2476437514942,-65.1626562494962
"173714_33",-69.7232711228552,-64.7628690205806
"173714_33",-69.3507417103914,-64.5675611201147
"173714_33",-69.9445791623411,-64.7533892376415
"173714_33",-69.951793931759,-64.6978777203383
"173714_33",-69.7235525707214,-64.6600102379739
"173714_33",-68.9395107948193,-64.2744249060866
"173714_33",-69.6210370858115,-64.4153254046369
"173714_33",-70.0547509812935,-64.5559026640944
"173714_33",-70.4298364310723,-64.7282091818649
"173714_33",-70.9413062203278,-64.999519966609
"173714_33",-71.2684428069851,-65.2394670791961
"173714_33",-70.9784718343693,-65.1146179946551
"173714_33",-70.5399926272787,-65.0509583244033
"173714_33",-70.558311361133,-65.0320207202184
"173714_33",-70.7160312410567,-64.90086064993
"173714_33",-70.02687651949,-64.6130411744506
"173714_33",-70.1832181610886,-64.4947955511971
"173714_33",-69.7322456920213,-64.2957377294149
"173714_33",-69.4826837868208,-64.1764885468698
"173714_33",-69.3533898482904,-64.1400498348337
"173714_33",-69.4707989608671,-64.2194350703386
"173714_33",-69.68780868482,-64.3946223636954
"173714_33",-69.7480333575648,-64.3587007709041
"173714_33",-70.0505355046515,-64.4107887664311
"173714_33",-69.8544522060522,-64.3210818770107
"173714_33",-69.7065016462727,-64.2858629996799
"173714_33",-70.278818888607,-64.4785715149703
"173714_33",-70.4848926916778,-64.6577469430038
"173714_33",-70.5086578829547,-64.7576233059497
"173714_33",-71.1045515359698,-64.9313272155311
"173714_33",-70.8980169827691,-64.8463654170216
"173714_33",-71.5994926840858,-65.1398948355758
"173714_33",-71.8601651699556,-65.2901239959437
"173714_33",-71.9084488456471,-65.3427267884028
"173714_33",-71.1833375751348,-65.0789123628881
"173714_33",-71.2862107609192,-65.1430258837356
"173714_33",-70.7695489346857,-65.0637304636423
"173714_33",-70.5720540240866,-65.0645212798666
"173714_33",-70.5018129039193,-65.1261476276061
"173714_33",-70.9628174766982,-65.2146140923094
"173714_33",-71.6591855053183,-65.3855216194065
"173714_33",-71.9104292947279,-65.4903560338787
"173714_33",-72.4141748632252,-65.5340267073542
"173714_33",-72.1763883936744,-65.2887816474461
"173714_33",-73.2458658095843,-65.4962952796259
"173714_33",-73.7875084472295,-65.8226148329105
"173714_33",-73.4351960145135,-65.7201740508868
"173714_33",-73.2618008807419,-65.6881784488219
"173714_33",-73.2443288380836,-65.817683490089
"173714_33",-72.918487786334,-65.8026500835042
"173714_33",-72.9348420602945,-66.0262501717411
"173714_33",-73.1915292550916,-65.9485619085866
"173714_33",-73.6009504222783,-66.1169941668572
"173714_33",-73.888746572954,-66.2036011569833
"173714_33",-73.0517782387648,-65.8211161746357
"173714_33",-72.8327077761614,-65.7804784194153
"173714_33",-72.6111550493289,-65.7672035567217
"173714_33",-72.44212371278,-65.8229788928814
"173714_33",-71.5202089322103,-65.5254212198474
"173714_33",-71.1440156061211,-65.3032505609942
"173714_33",-71.1149694119233,-65.2671595201086
"173714_33",-71.3042008393201,-65.4259172304482
"173714_33",-71.0389121102395,-65.3931105434716
"173714_33",-71.1029465259208,-65.4910502118436
"173714_33",-70.9095382116359,-65.5850211624246
"173714_33",-71.0813781933305,-65.6928184885941
"173714_33",-71.1206904022787,-65.7096046137957
"173714_33",-71.807431093236,-66.0462376844646
"173714_33",-71.9593972304043,-65.8774238908708
"173714_33",-72.2286889184675,-65.830502150487
"173714_33",-72.2542488929301,-65.7471460349918
"173714_33",-72.0058353139968,-65.7001851028137
"173714_33",-72.9051057997954,-65.9342618560311
"173714_33",-72.4112935969662,-65.8266472167223
"173714_33",-72.0854969403033,-65.7205337063497
"173714_33",-72.1709791401094,-65.7113242652312
"173714_33",-72.9116052122319,-66.0644240801819
"173714_33",-73.0077089003848,-66.0672668738253
"173714_33",-73.9001277869884,-66.2468543206498
"173714_33",-74.2536234031606,-66.3379627790155
"173714_33",-74.1952756944383,-66.3741239941288
"173714_33",-74.3103407220132,-66.2812929851127
"173714_33",-73.2696342451208,-65.8514993954602
"173714_33",-73.2185828964614,-65.8336460291293
"173714_33",-73.2628923249168,-65.8502306277708
"173714_33",-72.9437361734728,-65.7458260670113
"173714_33",-72.4928435722005,-65.5900048741382
"173714_33",-72.703462224867,-65.5720736593829
"173714_33",-72.7852416887143,-65.8046321078217
"173714_33",-72.8047341025076,-65.9145036239412
"173714_33",-72.7413137429704,-65.9759522318271
"173714_33",-72.4609281807976,-65.9513931900216
"173714_33",-72.5144672676751,-66.1140998035294
"173714_33",-72.9098711769982,-66.1169257068925
"173714_33",-72.2507789003532,-65.865843587177
"173714_33",-72.4967867442589,-65.993497436915
"173714_33",-73.1289929771602,-66.3533244266741
"173714_33",-72.9734599226159,-66.0438375190723
"173714_33",-72.5618567849362,-65.9183339495514
"173714_33",-72.16836997974,-65.6993231942652
"173714_33",-72.1497111026789,-65.835489919503
"173714_33",-72.1213072637463,-65.9052946513303
"173714_33",-72.5877675143904,-66.0622646931646
"173714_33",-72.1592443229757,-65.8920328112277
"173714_33",-73.0190406878442,-66.2872636192453
"173714_33",-72.5737378813982,-66.0693601830512
"173714_33",-72.4155373247757,-65.9133853768306
"173714_33",-73.2589493539598,-66.2195009950149
"173714_33",-72.9684125058107,-66.1951770196071
"173714_33",-73.5374279985603,-66.3180691684396
"173714_33",-73.3586445354404,-66.2889463495982
"173714_33",-73.2737911825174,-66.1472931852993
"173714_33",-73.7528210246468,-66.2089550882916
"173714_33",-72.9984467888951,-65.9546492449979
"173714_33",-73.231594731541,-65.8987534768174
"173714_33",-73.5526520564469,-65.9032345875739
"173714_33",-73.1768506614768,-65.714602811555
"173714_33",-73.2384239628173,-65.5334909737323
"173714_33",-73.8793169896752,-65.7635106129091
"173714_33",-73.5888877833155,-65.4684090196144
"173714_33",-73.4807054010882,-65.4223570739704
"173714_33",-73.6656156091767,-65.5574672166571
"173714_33",-74.4798046654843,-65.6715397456192
"173714_33",-75.3349088458379,-66.0285833561858
"173714_33",-75.0199481644274,-65.9367367547075
"173714_33",-74.5812945235265,-65.8100397163911
"173714_33",-75.1136043307751,-66.0871498811703
"173714_33",-74.8874239316826,-65.9905638742889
"173714_33",-74.7841481403069,-66.0772037009585
"173714_33",-74.7703744031721,-66.112930389736
"173714_33",-74.7069392713397,-66.1295529981408
"173714_33",-74.0332216020913,-65.8547319960518
"173714_33",-73.5864057076052,-65.6641021295158
"173714_33",-73.5380890909571,-65.6630098330496
"173714_33",-73.7845102775253,-65.8979553592733
"173714_33",-73.7571752497869,-65.9598875282195
"173714_33",-73.4881166125963,-65.9316981655207
"173714_33",-73.9532119188632,-66.0380336176194
"173714_33",-74.4915358677256,-66.1953900980503
"173714_33",-73.6357966528744,-65.6901022199534
"173714_33",-73.891731329815,-65.7919061500006
"173714_33",-74.0649157143395,-65.8562813480393
"173714_33",-73.4846997095678,-65.6806077874483
"173714_33",-73.4069047741894,-65.610427237901
"173714_33",-73.7541493120573,-65.6916802160299
"173714_33",-73.530131338126,-65.5673105970723
"173714_33",-73.0829360653864,-65.1363663970353
"173714_33",-74.1102533022184,-65.383483071111
"173714_33",-73.5809251028586,-65.0830576462734
"173714_33",-73.9128871035877,-65.2736729702414
"173714_33",-73.0251022833001,-64.9249451875944
"173714_33",-73.4231140486742,-65.1005672622008
"173714_33",-73.5302977362719,-65.2674825495721
"173714_33",-73.1895868553201,-65.1935990722059
"173714_33",-73.087269126284,-65.1467556712271
