"id","date","lon","lat","presence","track_id","bathy","day","sst","ice_conc","ice_na","ice_pct","uo","vo","ssh","dist_shelf","geometry"
"173721",2018-07-10 05:00:00,-61.24923461129,-62.4807454875917,1,"173721_real",-285,2018-07-10,-1.55561996251345,0.00274666585028172,FALSE,0.274666585028172,0.184331797063351,0.0378429517149925,-1.69194616377354,-18357.7144150493,c(-61.24923461129, -62.4807454875917)
"173721",2018-07-10 11:00:00,-61.1549982511379,-62.5247090014165,1,"173721_real",-319,2018-07-10,-1.49189731478691,0.00144962919875979,FALSE,0.144962919875979,0.180669575929642,0.0469985045492649,-1.69255653396249,-24844.2826417772,c(-61.1549982511379, -62.5247090014165)
"173721",2018-07-10 17:00:00,-61.1212329736617,-62.5721510628021,1,"173721_real",-12,2018-07-10,-1.50288397818804,0.0175862910691649,FALSE,1.75862910691649,0.200811792165041,0.0823999755084515,-1.70445875264704,-30347.6846498436,c(-61.1212329736617, -62.5721510628021)
"173721",2018-07-10 23:00:00,-61.324403516052,-62.5676695800991,1,"173721_real",-83,2018-07-10,-1.59224217385054,0.00534073915332556,FALSE,0.534073915332556,0.104983672499657,0.100711081176996,-1.69927060604095,-26205.7915989014,c(-61.324403516052, -62.5676695800991)
"173721",2018-07-11 05:00:00,-61.3319341115429,-62.4435431997315,1,"173721_real",-247,2018-07-11,-1.57539595663548,0.0203711050562561,FALSE,2.03711050562561,0.107425153255463,0.0903347879648209,-1.68950468301773,-12953.9517118045,c(-61.3319341115429, -62.4435431997315)
"173721",2018-07-11 11:00:00,-61.2671864090062,-62.5132117183446,1,"173721_real",-120,2018-07-11,-1.6090883910656,0.0163655506912619,FALSE,1.63655506912619,0.133060701191425,0.0537125766277313,-1.70201727189124,-21364.8828782047,c(-61.2671864090062, -62.5132117183446)
"173721",2018-07-11 23:00:00,-61.21226032858,-62.6001041442913,1,"173721_real",-26,2018-07-11,-1.56147951632738,0.0229651783592999,FALSE,2.29651783592999,0.0524918362498283,0.0494399853050709,-1.71239356510341,-31412.3437036832,c(-61.21226032858, -62.6001041442913)
"173721",2018-07-12 05:00:00,-61.2090762184529,-62.7108726285258,1,"173721_real",-5,2018-07-12,-1.5775932893157,0.120700704865158,FALSE,12.0700704865158,-0.036011841148138,0.0335703603923321,-1.69408245943487,-42981.7215979024,c(-61.2090762184529, -62.7108726285258)
"173721",2018-07-12 17:00:00,-61.343559264937,-62.7079508347755,1,"173721_real",-4,2018-07-12,-1.60249639302492,0.161061433609575,FALSE,16.1061433609575,-0.0292977690696716,0.0250251777470112,-1.69377727434039,-38274.2982830323,c(-61.343559264937, -62.7079508347755)
"173721",2018-07-12 23:00:00,-61.4746382433213,-62.666199628477,1,"173721_real",-97,2018-07-12,-1.60689105838537,0.0957136752549559,FALSE,9.57136752549559,0.0164799951016903,0.107425153255463,-1.68767357245088,-30300.7179908498,c(-61.4746382433213, -62.666199628477)
"173721",2018-07-13 05:00:00,-61.5331970665213,-62.5005538504578,1,"173721_real",-136,2018-07-13,-1.50361642241478,0.143246253719553,FALSE,14.3246253719553,0.0195318460464478,0.134281441569328,-1.66539506055415,-14771.3840841302,c(-61.5331970665213, -62.5005538504578)
"173721",2018-07-13 11:00:00,-61.4631873850727,-62.5183084275395,1,"173721_real",-113,2018-07-13,-1.50361642241478,0.143246253719553,FALSE,14.3246253719553,0.0195318460464478,0.134281441569328,-1.66539506055415,-18003.7333011367,c(-61.4631873850727, -62.5183084275395)
"173721",2018-07-13 23:00:00,-61.3602540627836,-62.5418757550258,1,"173721_real",-90,2018-07-13,-1.47285376489162,0.160603655967861,FALSE,16.0603655967861,-0.00366222113370895,0.0738547928631306,-1.67973875999451,-22802.001784418,c(-61.3602540627836, -62.5418757550258)
"173721",2018-07-14 05:00:00,-61.4674568125463,-62.4376617604217,1,"173721_real",-177,2018-07-14,-1.49922175705433,0.185247352346778,FALSE,18.5247352346778,0.0299081392586231,0.111697744578123,-1.66295357979834,-10021.4843691342,c(-61.4674568125463, -62.4376617604217)
"173721",2018-07-14 11:00:00,-61.3474611822329,-62.5440435055153,1,"173721_real",-89,2018-07-14,-1.43696399778128,0.116275520995259,FALSE,11.6275520995259,0.00549333170056343,0.0616473890841007,-1.67912838980556,-23342.4772832763,c(-61.3474611822329, -62.5440435055153)
"173721",2018-07-14 23:00:00,-61.3113520466431,-62.5884536515396,1,"173721_real",-67,2018-07-14,-1.43696399778128,0.116275520995259,FALSE,11.6275520995259,0.00549333170056343,0.0616473890841007,-1.67912838980556,-28538.1833845831,c(-61.3113520466431, -62.5884536515396)
"173721",2018-07-15 05:00:00,-61.4855012527692,-62.4374771297775,1,"173721_real",-180,2018-07-15,-1.49043242633343,0.188299203291535,FALSE,18.8299203291535,0.0537125766277313,0.164189580827951,-1.65013580583036,-9534.27673933197,c(-61.4855012527692, -62.4374771297775)
"173721",2018-07-15 11:00:00,-61.4993469557974,-62.521596723586,1,"173721_real",-119,2018-07-15,-1.47798087447882,0.197149571031332,FALSE,19.7149571031332,0.037232581526041,0.179448835551739,-1.65379802696407,-17583.8805676414,c(-61.4993469557974, -62.521596723586)
"173721",2018-07-15 17:00:00,-61.2729608883349,-62.6098486703635,1,"173721_real",-17,2018-07-15,-1.38349556922913,0.123218481894583,FALSE,12.3218481894583,0.0219733268022537,0.0958281196653843,-1.67363505810499,-31580.6037796199,c(-61.2729608883349, -62.6098486703635)
"173721",2018-07-15 23:00:00,-61.425007986963,-62.5014904118476,1,"173721_real",-111,2018-07-15,-1.44209110736847,0.200354014523327,FALSE,20.0354014523327,0.0378429517149925,0.169072542339563,-1.66112246923149,-17253.1717087051,c(-61.425007986963, -62.5014904118476)
"173721",2018-07-16 05:00:00,-61.445817734195,-62.3925636085895,1,"173721_real",-304,2018-07-16,-1.44648577272892,0.13920255121775,FALSE,13.920255121775,0.080568864941597,0.162968840450048,-1.65105136111379,-6374.99032613852,c(-61.445817734195, -62.3925636085895)
"173721",2018-07-16 11:00:00,-61.4506356970561,-62.452787766557,1,"173721_real",-164,2018-07-16,-1.44648577272892,0.13920255121775,FALSE,13.920255121775,0.080568864941597,0.162968840450048,-1.65105136111379,-11910.0382495904,c(-61.4506356970561, -62.452787766557)
"173721",2018-07-16 17:00:00,-61.2569627704797,-62.5517877482173,1,"173721_real",-93,2018-07-16,-1.49409464746714,0.258682515705004,FALSE,25.8682515705004,0.0305185094475746,0.0866725668311119,-1.67394024319947,-25590.5673616875,c(-61.2569627704797, -62.5517877482173)
"173721",2018-07-16 23:00:00,-61.1877104368627,-62.5783242291832,1,"173721_real",-20,2018-07-16,-1.57539595663548,0.196615497115999,FALSE,19.6615497115999,0.0897244177758694,0.117801446467638,-1.67577135376632,-29580.5023548954,c(-61.1877104368627, -62.5783242291832)
"173721",2018-07-17 11:00:00,-61.1668784310551,-62.604168970332,1,"173721_real",-1,2018-07-17,-1.57393106818199,0.184255500789732,FALSE,18.4255500789732,0.0982696004211903,0.076906643807888,-1.67088839225471,-32644.4487050157,c(-61.1668784310551, -62.604168970332)
"173721",2018-07-17 17:00:00,-61.1607911467597,-62.6589068677413,1,"173721_real",-1,2018-07-17,-1.54023863375187,0.0910596025642008,FALSE,9.10596025642008,-0.114749595522881,0.078127384185791,-1.66814172640443,-38453.1823255466,c(-61.1607911467597, -62.6589068677413)
"173721",2018-07-17 23:00:00,-61.2949918374317,-62.6219801444414,1,"173721_real",0,2018-07-17,-1.58272039890289,0.0830484938342124,FALSE,8.30484938342124,0.0677510909736156,0.0897244177758694,-1.66875209659338,-32203.7494301632,c(-61.2949918374317, -62.6219801444414)
"173721",2018-07-18 05:00:00,-61.2566599251672,-62.6165376352492,1,"173721_real",0,2018-07-18,-1.59370706230402,0.0652333139441907,FALSE,6.52333139441907,0.0634784996509552,0.0415051728487015,-1.68187505565584,-32506.8370990143,c(-61.2566599251672, -62.6165376352492)
"173721",2018-07-18 11:00:00,-61.2711786200444,-62.6156272376515,1,"173721_real",-4,2018-07-18,-1.59370706230402,0.0652333139441907,FALSE,6.52333139441907,0.0634784996509552,0.0415051728487015,-1.68187505565584,-32183.2493960359,c(-61.2711786200444, -62.6156272376515)
"173721",2018-07-18 23:00:00,-61.2732027612108,-62.5414590766047,1,"173721_real",-96,2018-07-18,-1.52998441457748,0.077555162133649,FALSE,7.7555162133649,0.120242927223444,0.0640888698399067,-1.67271950282156,-24244.6507504315,c(-61.2732027612108, -62.5414590766047)
"173721",2018-07-19 05:00:00,-61.294508075391,-62.4441530940246,1,"173721_real",-320,2018-07-19,-1.58272039890289,0.00686666462570429,FALSE,0.686666462570429,0.125125888735056,0.122074037790298,-1.67943357490003,-13697.8749761665,c(-61.294508075391, -62.4441530940246)
"173721",2018-07-19 23:00:00,-60.8167415218381,-62.4728386167326,1,"173721_real",0,2018-07-19,-0.692800663411617,0,TRUE,0,0.0726340524852276,0.0982696004211903,-1.70995208434761,-25422.5900491778,c(-60.8167415218381, -62.4728386167326)
"173721",2018-07-20 05:00:00,-60.8211212274826,-62.4620826482815,1,"173721_real",-24,2018-07-20,-0.86565750092268,0,TRUE,0,0.0976592302322388,-0.0708029419183731,-1.70476393774152,-24246.8328098454,c(-60.8211212274826, -62.4620826482815)
